platform,source_file,product_id,search_keyword,model,title,price,rejection_reason,detail_status,product_url,description
elecmart,brezza_formula_products.csv,406558956,브레짜 분유,제품군 공통,브라비 브레비 분유 유아 신생아 출산 육아 브레짜 허밍베베 베이비 라비,65999,검색어 오탐/타제품,200,https://m.bunjang.co.kr/products/406558956,"브라비 분유제조 분유 유아 신생아 출산 육아 브레짜 허밍베베 베이비 라비킷 버들맘마 - 모델명: 02S-GW1707 - 제조년월: 23년 9월 - 버튼 한 번으로 7초 만에 분유 완성! - 스마트폰 앱 연동 가능 - 분유량, 온수량, 농도 조절 가능 - 자동 세척 기능으로 위생적인 관리 새상품급 사진구성 개인입니다 가까운곳은 1.5만원추가시 집 문앞에 놓아드려요 (대신 분실 고장 이상등 책임지지 않습니다) 착불 + 고화질 디테일한 사진 확인부탁드립니다 최우선 직거래 희망하며 판매자 미쳐 발견하지 못한 부분등 어떠한경우라도 중고 거래 특성상 환불 절대 불가능하니 신중한 거래 부탁드립니다. 디지털/가전들은 직접오셔서 꼭 테스팅후 가져가세요 사이즈는 직접오셔서 확인바랍니다 그럼에도 구매자의 요청으로 택배거래 가능하나 파손면책 동의 되어야 배송됩니다 강남구 청담동 직거래가능 소중한 시간 매너거래 부탁드려요"
elecmart,brezza_formula_products.csv,416557820,브레짜 분유,BRZFRP-1A,베이비 브레짜 자동 분유제조기 출수형 분유포트 BRZFRP-1A,220000,검색어 오탐/타제품,not_requested,https://m.bunjang.co.kr/products/416557820,
elecmart,brezza_formula_products.csv,276636169,브레짜 분유,제품군 공통,브레짜 분유포트기 23년5월제조,100000,검색어 오탐/타제품,200,https://m.bunjang.co.kr/products/276636169,브레짜 판매합니다 아기3월말 태어나서 한달정도만 사용했고 사용하면서 주기적으로 세척하며 썼어요 2023년5월제조상품이고 깔때기 총 3개 있습니다 쿨거래시 네고 가능 환불 불가 시티4차 문고리거래
elecmart,brezza_formula_products.csv,379283328,브레짜 분유,FORMULA_PRO,버들맘마 자동분유 제조기,55000,검색어 오탐/타제품,not_requested,https://m.bunjang.co.kr/products/379283328,
elecmart,cuckoo_rice_cooker_products.csv,423295391,쿠쿠 밥솥,제품군 공통,쿡셀 저당밥솥 코랄 2L 미개봉상품,26000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/423295391,"쿡셀 저당밥솥 코랄 색상 2L 미개봉 새 상품입니다. 건강한 밥을 짓기 위한 저당 기능과 예쁜 코랄 색상으로 주방 어디에나 잘 어울립니다. 구성품 모두 갖춰진 새 상품으로 선물용으로도 좋습니다. 구매 원하시면 바로 안전결제 해주시면 됩니다! 건강한 식습관을 위한 쿡셀 저당밥솥이에요 코랄 색상에 2L 용량으로 예쁘고 실용적이랍니다 박스 구성 그대로 새상품으로 보내드려요 맛있는 밥을 짓고 싶은 분들께 추천드려요 8만원에 구매했는데 아예 사용안해서 새상품이고 구성품 모두 다 있습니다 네고 불가합니다 중간에서 만나면 물건 안사시는분들 잦아서, 직거래는 저희집 밑에서만하는 부분 양해 부탁드립니다"
elecmart,cuckoo_rice_cooker_products.csv,424114522,쿠쿠 밥솥,전기보온밥솥_6인용,미개봉) 쿠첸 6인용 전기밥솥 새제품 팝니다.,244000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/424114522,
elecmart,cuckoo_rice_cooker_products.csv,206526759,쿠쿠 밥솥,전기보온밥솥_10인용,G1 (고장) 쿠첸 10인용 IH 전기밥솥 (고급형) 밥통,40000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/206526759,
elecmart,cuckoo_rice_cooker_products.csv,420685707,쿠쿠 밥솥,CRP-R108FS10,쿠쿠 CRP-R108FS10인용 밥솥,500,가격 무효/자리표시,200,https://m.bunjang.co.kr/products/420685707,내솥 코팅 살짝 벗겨져있어요 쿠쿠 1~2인용이나 3~4인용 밥솥이랑 교환하실분 구해요
elecmart,cuckoo_rice_cooker_products.csv,419513167,쿠쿠 밥솥,전기압력밥솥_10인용,쿠첸 듀얼프레셔 10인용 전기압력밥솥 CRS-FWK1040W,155000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/419513167,
elecmart,cuckoo_rice_cooker_products.csv,417474796,쿠쿠 밥솥,전기압력밥솥_10인용,쿠첸 듀얼프레셔 10인용 전기압력밥솥 새상품 14.9만,149000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/417474796,
elecmart,cuckoo_rice_cooker_products.csv,417474285,쿠쿠 밥솥,전기압력밥솥_6인용,쿠첸 더 뉴핏 듀얼프레셔 전기 압력밥솥 6인용 새상품 14.9만,149000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/417474285,
elecmart,cuckoo_rice_cooker_products.csv,263690050,쿠쿠 밥솥,제품군 공통,최고급 명품 경량 핸디 쿠쿠 6인용. 내솥 무상처 깨끗,30000,액세서리/소모품 단품,200,https://m.bunjang.co.kr/products/263690050,최고급 명품 경량 핸디 쿠쿠 6인용. 내솥 무상처 깨끗. 대전권 무료배달됩니다. 환불불가.
elecmart,cuckoo_rice_cooker_products.csv,403966821,쿠쿠 밥솥,모델 미상,블루 멀티 전기 라면 포트 미니 냄비 쌀 쿠커 cooker ramen,10000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/403966821,"전기 라면 포트, 미니 냄비, 쌀 쿠커 기능이 있는 블루 색상 제품입니다. 크기가 작아서 캠핑이나 여행갈 때 휴대하기 좋을 것 같아요. 간단한 취사를 하기에 안성맞춤입니다. 문의 없으시면 바로 안전결제해주시면 됩니다! 한두번 사용했습니다 rice and noodle multi cooker non refundable"
elecmart,cuckoo_rice_cooker_products.csv,144234183,쿠쿠 밥솥,제품군 공통,"밥솥덮개, 밥솥깔개, 밥통덮개, 밥솥커버 제작",26000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/144234183,"ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 주문후 제작, 판매하는 물품들이니 구매 원하시면 톡 주세요 개인결제창을 열어드리겠습니다 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 구매자께서 프릴이 *넓은 밥솥덮개와 밥솥깔개 제작을 원하셔서 만든 물품입니다 ◼ 6인용 밥솥덮개 (넓은 프릴) - 26,000원 가로 47cm, 세로 57cm 10인용 밥솥덮개 (넓은 프릴) - 26,000원 가로 51cm, 세로 61cm 밥통깔개 - 20,000원 가로 33cm, 세로41cm 밥솥덮개 + 밥솥깔개 - 43,000원 겉감 - 30수면 100% 원단, 30수 워싱면 안감 - 30수 워싱면, T/C 누빔원단 ➡ 상점에 다른 물품 원단으로도 제작 가능하니 톡으로 문의해주세요 ▶ 택배 [ CJ 대한통운 ] 주문 확인후 제작, 3~10일 제작기간이 소요되니 참고해주세요 사용자의 모니터와 해상도에 따라 색상이 달라 보일수 있으니 참고해주시고 모든 물품은 주문 확인후 사이즈에 따라 제작이 되므로 교환, 환불이 불가합니다"
elecmart,cuckoo_rice_cooker_products.csv,397471397,쿠쿠 밥솥,IH압력밥솥_10인용,쿠첸 IH 압력밥솥 10인용,65000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/397471397,
elecmart,cuckoo_rice_cooker_products.csv,146405305,쿠쿠 밥솥,제품군 공통,"영국장미 원단으로 만든 밥솥덮개, 밥솥깔개",27000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/146405305,"ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 주문후 제작, 판매하는 물품들이니 구매 원하시면 톡 주세요 개인결제창을 열어드리겠습니다 ㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡㅡ 오랫동안 사랑 받아온 영국장미 원단으로 만든 #밥솥덮개 #밥솥깔개 입니다 ◼ 6인용 밥솥덮개 (넓은 프릴) - 27,000원 가로 47cm, 세로 57cm 10인용 밥솥덮개 (넓은 프릴) - 27,000원 가로 51cm, 세로 61cm 밥솥깔개 (민무늬) - 20,000원 (영국장미 무늬 넣어 제작) - 21,000원 가로 33cm, 세로41cm 밥솥덮개 + 밥솥깔개 - 44,000원 ~ 45,000원 겉감 - 30수면 100% 원단, 30수 선염워싱면 안감 - 30수 선염워싱면, T/C 누빔원단 ⬆ 영국장미 원단은 표백이 되지 않은, 목화씨가 그대로 보이는 내츄럴한 원단입니다~ 사진 참고해주세요^^ ➡ 상점에 다른 물품 원단으로도 제작 가능하니 톡으로 문의해주세요 ▶ 택배 [ CJ 대한통운 ] 주문 확인후 제작, 3~10일 제작기간이 소요되니 참고해주세요 🎀 구매시 참고사항 🎀 1. 다른 물품의 원단으로도 제작 가능하니 톡으로 문의해주시고 원단 잘라짐에 따라 물품들의 무늬가 조금씩 다르게 제작이 될수 있으니 참고해주세요 2. 모든 제품들은 구매자의 모니터와 해상도에 따라 색상이 달라 보일수 있음을 참고해주시고 주문 확인후 사이즈에 따라 제작이 되므로 교환, 환불이 불가하니 신중히 선택하셔서 주문해주세요"
elecmart,cuckoo_rice_cooker_products.csv,392071544,쿠쿠 밥솥,제품군 공통,쿠쿠IH6인용 밥솥 빈 박스 구매,15000,빈 포장,200,https://m.bunjang.co.kr/products/392071544,쿠쿠 밥솥 빈 박스구매중
elecmart,cuckoo_rice_cooker_products.csv,380856880,쿠쿠 밥솥,제품군 공통,쿠쿠 올 스테인리스 내솥,82000,액세서리/소모품 단품,200,https://m.bunjang.co.kr/products/380856880,제품명: 올 스테인리스 와이드 앤 플랫 무코팅 내솥 연마제 제거만 한번 한 새상품입니다. 밥해먹은적이없어요. 택배박스째로 보관중입니다. 번톡 먼저 부탁드립니다.
elecmart,cuckoo_rice_cooker_products.csv,362586763,쿠쿠 밥솥,제품군 공통,"[대구] 쿠쿠밥솥, 창틀걸이형 식기건조대 일괄",15000,부품/고장품,200,https://m.bunjang.co.kr/products/362586763,쿠쿠밥솥 내솥바깥 스텐있고 led 있는 고급모델입니다 구입당시 40만원정도 줬어요 패킹교체해야합니다 사용감많고 빨리처분해야해서 가격책정합니다 작동은 잘됩니다 부품용으로 사용하실분이 편하게 가져가셨음 해요 창틀에 거는 식기건조대도 닦으면 깨끗하게 쓰실수있어요 같이 일괄로 드려요 택배 포장이 어려울듯해서 직거래 우선이요
elecmart,cuckoo_rice_cooker_products.csv,415751539,쿠쿠 밥솥,CRP-AHXB1060FB,쿠쿠 10인용 IH압력밥솥 CRP-AHXB1060FB 정상작동 부품용,30000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/415751539,
elecmart,cuckoo_rice_cooker_products.csv,368948614,쿠쿠 밥솥,전기보온밥솥,업소용 대용량 전기 밥솥(35인)주방용품,35000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/368948614,
elecmart,cuckoo_rice_cooker_products.csv,255482472,쿠쿠 밥솥,전기압력밥솥,쿠첸압력밥솥,15000,검색어 오탐/타브랜드,not_requested,https://m.bunjang.co.kr/products/255482472,
elecmart,dyson_vacuum_products.csv,414738449,다이슨 청소기,V7,"부품용 다이슨 V7, V8 무선 청소기 싸이클론과 먼지통 - 하자있슴.",15000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/414738449,
elecmart,dyson_vacuum_products.csv,410539909,다이슨 청소기,CYCLONE,차이슨 BLDC 무선 스틱 청소기 싸게 팝니다 미개봉 새상품!,78000,검색어 오탐/타제품,200,https://m.bunjang.co.kr/products/410539909,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥 무선 BLDC 청소기 가성비 좋은 제품!!!! 마진 안보고 손해보고 팝니다 한정수량이고요 BLDC 싸이클론 모터 저소음 22,000pa 흡입력 최대 45분 사용 가능하고요 초경량 제품입니다 2,500mAh 리튬이온배터리 강력한 흡입 🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏 👍택배비는 무료입니다👍"
elecmart,dyson_vacuum_products.csv,410539717,다이슨 청소기,CYCLONE,차이슨 무선 핸디 스틱 저소음 BLDC 진공 청소기 새상품 미개봉 프리미,78000,검색어 오탐/타제품,200,https://m.bunjang.co.kr/products/410539717,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥 무선 BLDC 청소기 가성비 좋은 제품!!!! 마진 안보고 손해보고 팝니다 한정수량이고요 BLDC 싸이클론 모터 저소음 22,000pa 흡입력 최대 45분 사용 가능하고요 초경량 제품입니다 2,500mAh 리튬이온배터리 강력한 흡입 🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏 👍택배비는 무료입니다👍"
elecmart,dyson_vacuum_products.csv,414571601,다이슨 청소기,V7,"부품용 다이슨 V7, V8 무선 청소기 싸이클론과 먼지통 - 하자있슴.",15000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/414571601,
elecmart,dyson_vacuum_products.csv,425445416,다이슨 청소기,V8,다이슨 청소기 v8 부품용,25000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/425445416,
elecmart,dyson_vacuum_products.csv,425443980,다이슨 청소기,V6,다이슨 무선 청소기 v6 부품용,13000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/425443980,
elecmart,dyson_vacuum_products.csv,412160197,다이슨 청소기,CYCLONE,고급 BLDC 무선 스틱 핸디 진공 청소기 팝니다 미개봉 새상품 최저가,78000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/412160197,"무선 BLDC 청소기 가성비 좋은 제품!!!! 마진 안보고 손해보고 팝니다 한정수량이고요 BLDC 싸이클론 모터 저소음 22,000pa 흡입력 최대 45분 사용 가능하고요 초경량 제품입니다 2,500mAh 리튬이온배터리 강력한 흡입 🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏 👍택배비는 무료입니다👍 ❤️‍🔥대량 구매도 가능합니다❤️‍🔥"
elecmart,dyson_vacuum_products.csv,412450876,다이슨 청소기,V8,부품용 다이슨 무선 청소기 V8(10분 연속동작)-개별판매,45321,부품/고장품,not_requested,https://m.bunjang.co.kr/products/412450876,
elecmart,dyson_vacuum_products.csv,271361720,다이슨 청소기,제품군 공통,신형 오토모 bldc 블랙스완 무선청소기 SW1X 싸게 판매합니다,175000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/271361720,오토모 bldc 블랙스완 무선청소기 SW1X 싸게 판매합니다 가볍고 손목에 무리가 없어 편리합니다 bldc모터라 조용하고 흡입력이 강력합니다 프로상점 에스에스글로벌
elecmart,dyson_vacuum_products.csv,425611752,다이슨 청소기,제품군 공통,다이슨청소기(본체),30000,불완전상품,200,https://m.bunjang.co.kr/products/425611752,다이슨 청소기 본체 판매합니다. 사진 그대로 먼지통과 본체 구성입니다. 작동 잘 되고 상태 좋습니다. 충전기 없고 본체만. 작동잘됩니다.
elecmart,dyson_vacuum_products.csv,425605569,다이슨 청소기,제품군 공통,다이슨 무선 진공청소기 흡입력 좋아요 배터리 수명이 다대여서 배터리 교체서 사용 하실분은 연락주세요 브레시 해드 어덥터 충전기는 딱 1회사용한 새거여요,60000,거래 목적 불일치,400,https://m.bunjang.co.kr/products/425605569,
elecmart,dyson_vacuum_products.csv,231289020,다이슨 청소기,제품군 공통,흡입력 최강 무선청소기,135000,검색어 오탐/타브랜드,400,https://m.bunjang.co.kr/products/231289020,
elecmart,dyson_vacuum_products.csv,139270926,다이슨 청소기,V6,다이슨 V6 미니모터헤드 툴  (슬림.헤파.모터헤드용),18000,액세서리/소모품 단품,not_requested,https://m.bunjang.co.kr/products/139270926,
elecmart,dyson_vacuum_products.csv,398674662,다이슨 청소기,V7,다이슨 청소기 V7 V8 V10 헤드 브러쉬 부품용,48000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/398674662,
elecmart,dyson_vacuum_products.csv,412268555,다이슨 청소기,V8,부품용 다이슨 무선 청소기 V8(10분 연속동작) - 개별판매 가능,45321,부품/고장품,not_requested,https://m.bunjang.co.kr/products/412268555,
elecmart,dyson_vacuum_products.csv,425311953,다이슨 청소기,제품군 공통,"차이슨 ,다이슨 무선청소기 일괄2대 부품용",39000,부품/고장품,200,https://m.bunjang.co.kr/products/425311953,"방전인지 정상작동불가 작동이점점 짧아집니다. 부품용입니다. 모든 판매물품은 미쳐 발견하지 못한 오염,구김,스크래치등 있을수 있어요. 모든것을 감안하여 가격을 정해 판매합니다. 구싱은 사진에 보이는것이 전부입니다 중고특성반품XXX 에어캡 등 꼼꼼하게 포장0 모든택배사 파손면책동의(배송과정중 파손이나 충격등으로 파손이나 기능에 문제가생겨도 택배사는 책임이없다는 동의필수)모든 판매물품은 미쳐 발견하지 못한 오염,구김,스크래치등 있을수 있어요. 모든것을 감안하여 가격을 정해 판매합니다. 구성은 사진에 보이는것이 전부입니다. 중고특성반품XXX 에어캡 등 꼼꼼하게 포장0 모든택배사 파손면책동의(배송과정중 파손이나 충격등으로 파손이나 기능에 문제가생겨도 택배사는 책임이없다는 동의필수)"
elecmart,dyson_vacuum_products.csv,362491882,다이슨 청소기,DC62,다이슨 청소기  DC62 부품용 (배송료 포함),28000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/362491882,
elecmart,dyson_vacuum_products.csv,347441667,다이슨 청소기,제품군 공통,삽니다 다이슨 에어랩 id 슈퍼소닉 청소기 출장 구매 매입 덤핑,1200000,거래 목적 불일치,200,https://m.bunjang.co.kr/products/347441667,안녕하세요~😆 금액협의 후 최고가 가능합니다. 빠른 문의 됩니다 대량환영 덤핑 문의주세요. 다이슨 에어랩.스타일러. 에어랩id 청소기 슈퍼소닉. 헤어 드라이기 삽니다. 미개봉 위주로 삽니다 대량 문의 주세요!! 그외 로봇청소기. 스타일러. 에어드에서. 공기청 정기. 뇌새김. 퓨리케어. 비스포크. 듀얼소 닉. 하만카돈. 파우제m2. 코드제로. 년식 알고계시면.구성품 하자 말씀주시면 감가없습니다. 직거래출장. 안전거래 가능
elecmart,dyson_vacuum_products.csv,401679360,다이슨 청소기,V6,다이슨 V6 무선청소기 본체만,28000,불완전상품,not_requested,https://m.bunjang.co.kr/products/401679360,
elecmart,dyson_vacuum_products.csv,400214770,다이슨 청소기,V7,다이슨 청소기 헤드 롤러 브러쉬 V7 V8 V10 V11 호환 부품용,52000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/400214770,
elecmart,dyson_vacuum_products.csv,224459297,다이슨 청소기,V12,다이슨 모든 제품 미개봉 구매합니다. 공기청정기 청소기 조명 등등,1000,가격 무효/자리표시,200,https://m.bunjang.co.kr/products/224459297,"다이슨 공기청정기 청소기 구매합니다 다이슨 V12 / V12S/ v15 / V15s젠 / 5 /PH04(PH-04) TP-09(TP09) / PH2 (휴미디파이 쿨) / BP04 , BP03(빅+콰이엇 포름알데히드 ) 다이슨 V15 디텍트 컴플리트 / V15 오리진 플러피 다이슨 젠5 디텍트 컴플리트 다이슨 PH04 휴미디파이+쿨 포름알데히드 공기청정기 싸이클론 V10 마이크로 핫앤쿨 제트 포커스 AM09 (AM-09) 클린앤워시 하이진 V8 허쉬젯 컴팩트 공기청정기 V16 피스톤 애니멀 DS60 펜슬백 플러피 AM-07 (AM07) 에어멀티플라이어 그외 에어랩 / 드라이기 / 고데기 / 슈퍼소닉 / 에어스트레이트 스트레이트러 HD-08(HD08) / / HD-15 / 다이슨 조명 펜슬백 플러피콘 다이슨 솔라 사이클 모프 데스크 / LED 솔라사이클 모프 플로어스탠드 미개봉 상품만 구매가능합니다. 단가는 별도 연락주세요 대량 구매가능합니다."
elecmart,dyson_vacuum_products.csv,381614800,다이슨 청소기,제품군 공통,아토케어 침대  침구 소파 청소기,24500,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/381614800,"아토케어 침구 소파 알러지 청소기 🌀 강력한 흡입 & 회전 브러시 실리콘 회전 브러시: 침구를 두드리고 쓸어내리며 먼지 제거 분당 4,000번 고속 회전: 집먼지, 머리카락, 애완동물 털까지 깔끔하게 청소 듀얼 먼지통: 큰 먼지 → 작은 먼지 2단계 필터링 ​ 💧 간편한 관리 & 위생적인 청소 자석 탈착 먼지통: 원터치 분리로 간편 세척 물세척 가능: 위생적인 유지 관리 반영구 UV-C LED: 교체 부담 없이 오래 사용 가능 ​"
elecmart,dyson_vacuum_products.csv,420033660,다이슨 청소기,V7,다이슨 무선 청소기 헤드 브러쉬 V7 V8 V10 부품용,48000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/420033660,
elecmart,dyson_vacuum_products.csv,423480108,다이슨 청소기,V11,다이슨 무선 청소기 V11 본체만,160000,불완전상품,not_requested,https://m.bunjang.co.kr/products/423480108,
elecmart,dyson_vacuum_products.csv,324407702,다이슨 청소기,제품군 공통,한경희 전기 바닥 스팀 청소기,30000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/324407702,택배비 만원 정도 나옵니다 바닥에 까는거 없어요
elecmart,dyson_vacuum_products.csv,423831968,다이슨 청소기,V10,다이슨 V10 무선청소기  본체만 부품용판매합니다,80000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/423831968,
elecmart,dyson_vacuum_products.csv,404782289,다이슨 청소기,DC74,dyson DC74 무선청소기 본체와 배터리 부품용 배터리 짱짱,50000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/404782289,
elecmart,dyson_vacuum_products.csv,404778490,다이슨 청소기,DC62,dyson DC62 무선청소기 본체와 배터리 부품용 배터리 짱짱,50000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/404778490,
elecmart,dyson_vacuum_products.csv,423618318,다이슨 청소기,제품군 공통,삼성 로봇청소기 비스포크 제트봇,220000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/423618318,삼성 로봇청소기 화이트 색상입니다. 사진에 보이는 것처럼 상태 깨끗하고 좋습니다. 구성품은 본체와 충전기 포함입니다.
elecmart,dyson_vacuum_products.csv,343173121,다이슨 청소기,제품군 공통,기펠 듀얼글라이드 360 무선청소기,165000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/343173121,기펠무선청소기 68만원 듀얼글라이드 360도회전 청소기 새상품입니다 박스미개봉
elecmart,dyson_vacuum_products.csv,410538048,다이슨 청소기,CYCLONE,미개봉 새상품 흡입력 최강 무선 진공 청소기 핸디스틱 팝니다 1+1,149000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/410538048,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥 무선 BLDC 청소기 가성비 좋은 제품!!!! 마진 안보고 손해보고 팝니다 한정수량이고요 BLDC 싸이클론 모터 저소음 22,000pa 흡입력 최대 45분 사용 가능하고요 초경량 제품입니다 2,500mAh 리튬이온배터리 강력한 흡입 🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏 👍택배비는 무료입니다👍"
elecmart,dyson_vacuum_products.csv,404883252,다이슨 청소기,CYCLONE,고급 무선 진공 핸디 스틱 청소기 BLDC 흡입력좋은 새상품미개봉 팝니다,78000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/404883252,"프리미엄 저소음 모터 BLDC 싸이클론 청소기 22,000Pa 강력한 흡입력 3중 필터 최대 45분 사용합니다 (1단 시) 삼성 2,500mAh 리튬이온 배터리 초경량으로 손목에 무리 없는 가벼운 무게 핸디,스틱 2in1 구성 3개 브러쉬로 구석구석 깔끔한 청소 가능 +벽걸이 거치대"
elecmart,dyson_vacuum_products.csv,388172424,다이슨 청소기,V8,(부품용) 다이슨 V8 청소기 배터리,15000,부품/고장품,not_requested,https://m.bunjang.co.kr/products/388172424,
elecmart,dyson_vacuum_products.csv,190494428,다이슨 청소기,제품군 공통,집먼지 진드기 청소기,20000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/190494428,"1회사용후 게으름으로 보관만 함. 모든청소기에 끼워서 사용가능하다고함. 필터 물로 씻어도 된다하고, 여분필터 새거도 있음. 이불이 달라붙지 않는다고함. 우체국택비 4000원.반값택배 안해요. 초과분은 당연히 제가 냅니다^^; 한번써서..질문해도 저도 잘몰라요 ㅋ 반품.환불.불가합니다"
elecmart,dyson_vacuum_products.csv,405995135,다이슨 청소기,제품군 공통,다이슨 무선청소기 부품용 여러개 일괄,50000,부품/고장품,200,https://m.bunjang.co.kr/products/405995135,"다이슨 무선 청소기 헤드 및 연장봉 등 부품 일괄 판매합니다. 사진에 있는 부품 전부 다 드립니다. 사용감은 있지만, 사용하는데 전혀 문제 없습니다. 문의 없으시면 바로 안전결제해주시면 됩니다! 환불 반품 안됩니다 밧데리상태 잘 몰라요"
elecmart,dyson_vacuum_products.csv,313543817,다이슨 청소기,V7,다이슨 v7/v8용 청소기 전용 흡입스테이션,261000,검색어 오탐/타제품,200,https://m.bunjang.co.kr/products/313543817,큰 맘먹고 구매했는데 알고보니 모델이 달라서 설치 당시 한번만 가동해보고(설치 후 알게 되었어요 ㅠㅠ) 박스채 놔뒀습니다. 다이슨 청소기 v7/v8 모델에 사용가능하고 설치된 먼지봉투외에 새 봉투 하나 더 들어가있습니다. 청소기 먼지통 비울때 흡입기 설치해 끼우기만 하면 먼지가 싹 흡입됩니다. 이사 정리로 싸게 내놓습니다. 벽설치 실리콘 스티커도 손자국이 났지만 뒤 아래 모두 들어있어서 드라이기로 녹여서 붙이면 정상화 됩니다. 구매 결정 이후 반품 불가이고 직거래시 신설동 9번출구 가능합니다.
elecmart,dyson_vacuum_products.csv,410540689,다이슨 청소기,CYCLONE,실물 깡패 인테리어 해치지 않는 고급스러운 무선 청소기 미개봉 새상품,78000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/410540689,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥 무선 BLDC 청소기 가성비 좋은 제품!!!! 마진 안보고 손해보고 팝니다 한정수량이고요 BLDC 싸이클론 모터 저소음 22,000pa 흡입력 최대 45분 사용 가능하고요 초경량 제품입니다 2,500mAh 리튬이온배터리 강력한 흡입 🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏 👍택배비는 무료입니다👍"
elecmart,dyson_vacuum_products.csv,410538714,다이슨 청소기,CYCLONE,자취방 강추 강력한 흡입력 무선 핸디스틱 청소기 새상품 미개봉 팔아요,78000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/410538714,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥 무선 BLDC 청소기 가성비 좋은 제품!!!! 마진 안보고 손해보고 팝니다 한정수량이고요 BLDC 싸이클론 모터 저소음 22,000pa 흡입력 최대 45분 사용 가능하고요 초경량 제품입니다 2,500mAh 리튬이온배터리 강력한 흡입 🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏 👍택배비는 무료입니다👍"
elecmart,dyson_vacuum_products.csv,404883285,다이슨 청소기,CYCLONE,미개봉 항공모터 BLDC 무선 진공 청소기 흡입력좋은 새상품 팝니다,78000,검색어 오탐/타브랜드,200,https://m.bunjang.co.kr/products/404883285,"❤️‍🔥대량 구매도 가능합니다❤️‍🔥 미개봉 르젠 무선 청소기 판매합니다. 원룸에서 쓰기 좋은 가벼운 무게와 BLDC 모터가 장착된 진공 청소기입니다. 흡입력도 좋고, 보관도 용이해서 추천드려요! 문의 없으시면 바로 안전결제해주시면 됩니다! 무선 BLDC 청소기 가성비 좋은 제품!!!! 마진 안보고 손해보고 팝니다 한정수량이고요 BLDC 싸이클론 모터 저소음 22,000pa 흡입력 최대 45분 사용 가능하고요 초경량 제품입니다 2,500mAh 리튬이온배터리 강력한 흡입 🙏싸게 팔아서 문의&판매 증가로 조기 품절 예상 됩니다🙏 👍택배비는 무료입니다👍"
